order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1477947,100274,Restaurant_105,Southern,6.48,Weekday,Not given,29,28
1477948,101043,Restaurant_35,Thai,30.01,Weekday,5,29,21
1477949,100311,Restaurant_51,Chinese,8.37,Weekend,5,32,30
1477950,100870,Restaurant_35,Indian,32.41,Weekday,4,31,19
1477951,100886,Restaurant_49,Japanese,31.21,Weekday,Not given,22,24
1477952,100154,Restaurant_53,Southern,18.84,Weekend,Not given,23,32
1477953,100620,Restaurant_100,Mediterranean,27.5,Weekday,5,29,25
1477954,100883,Restaurant_108,Mexican,23.64,Weekday,5,23,21
1477955,100797,Restaurant_70,Thai,29.32,Weekday,4,21,28
1477956,100125,Restaurant_114,Indian,17.83,Weekday,5,24,32
1477957,100619,Restaurant_12,Mexican,28.78,Weekend,Not given,34,25
1477958,100245,Restaurant_12,American,18.78,Weekend,4,24,26
1477959,100848,Restaurant_35,American,33.58,Weekday,Not given,24,32
1477960,100450,Restaurant_89,Mexican,19.52,Weekday,4,30,16
1477961,100930,Restaurant_39,Chinese,18.78,Weekday,Not given,34,15
1477962,100520,Restaurant_51,American,28.76,Weekday,5,30,24
1477963,101165,Restaurant_70,Japanese,29.89,Weekday,Not given,29,15
1477964,100362,Restaurant_141,American,21.63,Weekend,5,20,20
1477965,100008,Restaurant_2,Indian,10.03,Weekday,4,25,21
1477966,100478,Restaurant_119,Mexican,18.94,Weekend,5,30,31
1477967,100495,Restaurant_122,Korean,34.42,Weekday,4,21,23
1477968,100833,Restaurant_141,Mexican,27.77,Weekday,5,26,21
1477969,101063,Restaurant_162,American,29.57,Weekday,5,23,31
1477970,100593,Restaurant_2,Mexican,5.49,Weekend,Not given,34,17
1477971,100187,Restaurant_34,Middle Eastern,18.95,Weekend,5,24,30
1477972,100754,Restaurant_155,Spanish,24.48,Weekend,Not given,24,19
1477973,100093,Restaurant_74,Italian,30.15,Weekday,Not given,24,32
1477974,100086,Restaurant_105,Chinese,5.99,Weekday,5,21,15
1477975,101068,Restaurant_121,Mediterranean,30.84,Weekend,Not given,24,18
1477976,100137,Restaurant_122,Chinese,21.44,Weekday,5,22,25
1477977,100421,Restaurant_161,Indian,10.57,Weekday,5,23,23
1477978,100074,Restaurant_179,Italian,14.29,Weekday,4,32,22
1477979,101180,Restaurant_135,American,13.19,Weekend,Not given,21,22
1477980,100171,Restaurant_52,Italian,20.89,Weekend,5,23,19
1477981,100170,Restaurant_155,Chinese,6.07,Weekday,4,32,26
1477982,100872,Restaurant_9,Japanese,9.38,Weekday,4,28,15
1477983,100322,Restaurant_44,Southern,29.61,Weekend,Not given,27,29
1477984,100456,Restaurant_155,Chinese,8.57,Weekday,5,32,32
1477985,100944,Restaurant_51,French,11.69,Weekday,3,33,20
1477986,100790,Restaurant_43,American,18.5,Weekend,3,34,24
1477987,100613,Restaurant_30,Mexican,20.47,Weekday,3,30,28
1477988,101179,Restaurant_155,American,28.1,Weekday,Not given,31,22
1477989,100889,Restaurant_87,Southern,18.31,Weekday,Not given,22,17
1477990,100349,Restaurant_122,Thai,28.91,Weekend,5,20,26
1477991,101197,Restaurant_46,Japanese,23.6,Weekend,4,20,26
1477992,100010,Restaurant_140,French,7.97,Weekend,4,25,29
1477993,100740,Restaurant_140,Indian,9.31,Weekday,5,22,21
1477994,100667,Restaurant_53,Korean,17.99,Weekend,4,23,18
1477995,100546,Restaurant_70,Japanese,16.75,Weekend,5,20,23
1477996,100129,Restaurant_38,Southern,27.48,Weekday,4,27,30
1477997,100601,Restaurant_177,Mexican,22.44,Weekend,Not given,20,27
1477998,100605,Restaurant_119,American,16.48,Weekday,5,24,18
1477999,100327,Restaurant_162,Mexican,9.75,Weekday,Not given,25,23
1478000,100980,Restaurant_53,American,11.49,Weekday,4,34,32
1478001,100404,Restaurant_140,Indian,22.28,Weekday,4,21,29
1478002,100629,Restaurant_140,Mexican,17.57,Weekday,Not given,26,29
1478003,100718,Restaurant_127,Indian,20.4,Weekday,5,35,20
1478004,101041,Restaurant_173,American,9.75,Weekday,4,26,25
1478005,100274,Restaurant_70,Chinese,24.98,Weekend,4,35,22
1478006,100685,Restaurant_27,Mexican,30.85,Weekday,5,20,31
1478007,100116,Restaurant_122,Korean,12.45,Weekday,Not given,23,31
1478008,100861,Restaurant_135,Italian,19.68,Weekday,Not given,31,32
1478009,100693,Restaurant_105,Italian,34.65,Weekend,5,32,18
1478010,101115,Restaurant_36,Japanese,14.78,Weekday,5,35,29
1478011,101106,Restaurant_87,Indian,22.88,Weekday,4,23,16
1478012,100324,Restaurant_53,Chinese,7.26,Weekend,5,24,16
1478013,100961,Restaurant_70,Italian,23.22,Weekday,4,20,24
1478014,100114,Restaurant_119,Chinese,7.24,Weekday,5,20,17
1478015,101082,Restaurant_138,Korean,34.15,Weekday,4,26,22
1478016,100154,Restaurant_44,American,26.61,Weekend,5,28,21
1478017,100315,Restaurant_70,Italian,28.86,Weekday,5,20,26
1478018,101065,Restaurant_51,American,26.25,Weekend,3,35,29
1478019,100105,Restaurant_35,Chinese,22.72,Weekday,4,21,28
1478020,100354,Restaurant_140,Thai,18.39,Weekend,Not given,25,30
1478021,101016,Restaurant_155,Chinese,31.03,Weekend,Not given,34,28
1478022,100733,Restaurant_68,American,34.07,Weekend,5,34,17
1478023,100709,Restaurant_140,Mexican,19.91,Weekday,5,25,32
1478024,100651,Restaurant_155,American,33.29,Weekend,Not given,21,20
1478025,100824,Restaurant_152,American,22.52,Weekday,Not given,28,31
1478026,100947,Restaurant_35,French,21.13,Weekday,Not given,23,28
1478027,100661,Restaurant_170,Thai,18.53,Weekday,5,32,28
1478028,100099,Restaurant_68,Mediterranean,10.95,Weekend,Not given,26,27
1478029,100588,Restaurant_56,Middle Eastern,4.59,Weekend,5,25,17
1478030,100282,Restaurant_12,Japanese,11.94,Weekend,Not given,30,27
1478031,100403,Restaurant_81,American,20.24,Weekday,Not given,32,16
1478032,101133,Restaurant_18,Thai,16.23,Weekday,5,30,23
1478033,100700,Restaurant_49,Middle Eastern,18.35,Weekend,Not given,22,27
1478034,100199,Restaurant_54,French,34.81,Weekday,5,27,22
1478035,100327,Restaurant_141,Mexican,15.31,Weekday,Not given,26,30
1478036,100154,Restaurant_155,Chinese,18.46,Weekday,5,28,17
1478037,100552,Restaurant_53,Middle Eastern,8.6,Weekday,Not given,35,27
1478038,100405,Restaurant_155,Japanese,5.95,Weekday,5,22,18
1478039,100462,Restaurant_155,Vietnamese,28.46,Weekday,Not given,20,32
1478040,100132,Restaurant_140,American,22.13,Weekday,4,21,16
1478041,100791,Restaurant_34,Chinese,28.01,Weekday,4,31,29
1478042,100874,Restaurant_127,Chinese,9.11,Weekend,5,30,31
1478043,100084,Restaurant_166,French,22.16,Weekday,Not given,34,24
1478044,100754,Restaurant_123,Chinese,12.32,Weekday,5,31,15
1478045,100628,Restaurant_56,American,11.53,Weekday,4,20,20
1478046,101133,Restaurant_87,Spanish,4.83,Weekday,5,30,17
1478047,100221,Restaurant_119,American,8.5,Weekend,Not given,24,21
1478048,100553,Restaurant_89,French,14.04,Weekend,5,35,27
1478049,101171,Restaurant_24,Italian,8.09,Weekday,5,34,27
1478050,100112,Restaurant_53,Middle Eastern,34.97,Weekday,5,29,31
1478051,100615,Restaurant_141,Mexican,14.02,Weekend,4,33,15
1478052,100924,Restaurant_155,Mediterranean,8.5,Weekend,5,21,28
1478053,100475,Restaurant_29,Southern,10.63,Weekday,4,35,17
1478054,100836,Restaurant_166,American,22.65,Weekday,Not given,22,28
1478055,100271,Restaurant_55,American,6.45,Weekday,Not given,27,15
1478056,100421,Restaurant_121,Chinese,31.15,Weekend,4,34,30
1478057,100707,Restaurant_140,Japanese,34.22,Weekday,5,29,24
1478058,100040,Restaurant_141,Mediterranean,12.1,Weekend,Not given,33,27
1478059,100189,Restaurant_166,Italian,18.4,Weekday,5,24,18
1478060,101188,Restaurant_53,Indian,5.15,Weekday,Not given,23,23
1478061,100994,Restaurant_155,Chinese,24.29,Weekday,5,35,28
1478062,100536,Restaurant_28,French,17.28,Weekday,4,24,18
1478063,101028,Restaurant_128,Korean,12.83,Weekday,5,29,24
1478064,100290,Restaurant_138,Chinese,10.87,Weekday,Not given,25,22
1478065,100433,Restaurant_122,Mexican,24.71,Weekday,5,31,17
1478066,100471,Restaurant_51,American,17.35,Weekend,4,26,21
1478067,100628,Restaurant_155,Mexican,10.03,Weekday,5,33,24
1478068,100279,Restaurant_35,Mexican,25.79,Weekday,Not given,32,17
1478069,100877,Restaurant_10,American,21.95,Weekend,Not given,28,16
1478070,100581,Restaurant_135,Italian,31.04,Weekend,4,20,29
1478071,100863,Restaurant_77,Italian,8.1,Weekend,4,23,23
1478072,100254,Restaurant_154,Mexican,28.78,Weekend,Not given,35,29
1478073,100181,Restaurant_70,Indian,25.31,Weekday,4,31,31
1478074,100681,Restaurant_35,American,8.03,Weekday,4,31,21
1478075,100825,Restaurant_151,Thai,25.97,Weekend,4,28,32
1478076,100700,Restaurant_96,Japanese,18.13,Weekday,3,24,29
1478077,100566,Restaurant_35,Italian,33.71,Weekday,5,27,32
1478078,100680,Restaurant_135,American,8.85,Weekend,Not given,31,26
1478079,100391,Restaurant_89,Thai,24.36,Weekday,4,20,22
1478080,101109,Restaurant_113,Korean,16.29,Weekday,5,23,16
1478081,100212,Restaurant_75,Chinese,34.07,Weekday,Not given,31,16
1478082,100384,Restaurant_148,Chinese,14.68,Weekday,5,35,19
1478083,100342,Restaurant_150,Chinese,34.24,Weekday,5,35,15
1478084,100844,Restaurant_131,Indian,32.36,Weekday,3,33,18
1478085,101062,Restaurant_16,American,12.84,Weekend,Not given,31,20
1478086,100420,Restaurant_151,Italian,29.33,Weekday,Not given,28,27
1478087,100751,Restaurant_122,Japanese,35.27,Weekday,Not given,32,25
1478088,101193,Restaurant_128,Indian,12.29,Weekend,Not given,20,27
1478089,100306,Restaurant_63,Italian,17.98,Weekend,5,20,22
1478090,100702,Restaurant_155,Italian,20.56,Weekend,5,23,21
1478091,100869,Restaurant_135,Indian,13.6,Weekend,Not given,33,27
1478092,100537,Restaurant_20,American,4.94,Weekday,5,22,15
1478093,101136,Restaurant_70,American,11.28,Weekday,4,26,20
1478094,100206,Restaurant_155,Mediterranean,13.19,Weekday,4,30,21
1478095,100496,Restaurant_8,American,18.19,Weekday,5,22,30
1478096,101071,Restaurant_171,Japanese,9.76,Weekday,Not given,20,29
1478097,100504,Restaurant_122,Southern,31.49,Weekday,4,31,16
1478098,101046,Restaurant_116,Chinese,26.28,Weekend,4,35,30
1478099,100213,Restaurant_51,Italian,7.11,Weekday,Not given,34,31
1478100,100310,Restaurant_49,Indian,24.58,Weekday,4,30,29
1478101,100661,Restaurant_164,Mediterranean,24.69,Weekday,5,29,17
1478102,100753,Restaurant_53,Southern,34.06,Weekday,4,21,18
1478103,100272,Restaurant_140,Thai,4.56,Weekday,Not given,29,26
1478104,100938,Restaurant_70,American,12.14,Weekend,Not given,32,19
1478105,100032,Restaurant_31,Japanese,33.18,Weekday,Not given,23,31
1478106,100443,Restaurant_2,Italian,33.31,Weekday,Not given,20,20
1478107,100162,Restaurant_95,Mexican,26.76,Weekday,5,20,24
1478108,100767,Restaurant_177,American,28.16,Weekend,Not given,31,32
1478109,100254,Restaurant_66,Chinese,7.3,Weekday,Not given,33,24
1478110,100521,Restaurant_63,French,20.37,Weekday,5,27,20
1478111,100977,Restaurant_56,Italian,11.64,Weekday,5,26,20
1478112,100010,Restaurant_89,Chinese,10.08,Weekday,Not given,33,29
1478113,100726,Restaurant_70,Italian,29.54,Weekend,Not given,27,18
1478114,100505,Restaurant_155,Middle Eastern,8.65,Weekend,Not given,32,30
1478115,100785,Restaurant_87,Thai,18.97,Weekday,Not given,23,22
1478116,100436,Restaurant_88,Chinese,33.51,Weekend,4,25,21
1478117,101135,Restaurant_30,American,10.22,Weekend,3,34,31
1478118,100153,Restaurant_179,Chinese,34.73,Weekday,4,32,27
1478119,100917,Restaurant_51,Southern,35.23,Weekend,5,22,29
1478120,100869,Restaurant_12,Indian,21.66,Weekday,Not given,30,16
1478121,101126,Restaurant_121,Mexican,9.73,Weekday,4,32,24
1478122,100753,Restaurant_113,Indian,14.25,Weekday,3,27,27
1478123,100563,Restaurant_70,Italian,17.6,Weekend,4,23,32
1478124,101105,Restaurant_70,French,14.04,Weekday,4,22,25
1478125,100489,Restaurant_140,Mexican,13.15,Weekend,5,23,27
1478126,100895,Restaurant_35,American,34.55,Weekend,5,25,19
1478127,101112,Restaurant_144,American,9.22,Weekday,5,30,17
1478128,100104,Restaurant_119,Mexican,27.16,Weekend,5,26,27
1478129,101120,Restaurant_70,Southern,4.48,Weekday,Not given,26,19
1478130,101025,Restaurant_74,Chinese,22.92,Weekday,5,33,26
1478131,101007,Restaurant_51,Middle Eastern,32.81,Weekend,5,34,28
1478132,100407,Restaurant_140,Thai,13.38,Weekday,4,31,20
1478133,100167,Restaurant_89,Chinese,10.21,Weekend,4,35,23
1478134,100509,Restaurant_54,American,24.63,Weekend,5,23,31
1478135,100313,Restaurant_113,American,26.52,Weekday,Not given,27,22
1478136,100763,Restaurant_179,Japanese,25.76,Weekday,Not given,26,27
1478137,100681,Restaurant_70,Chinese,14.35,Weekday,5,21,19
1478138,100477,Restaurant_158,Italian,12.27,Weekday,5,32,31
1478139,100073,Restaurant_56,Mexican,34.05,Weekend,Not given,27,17
1478140,101165,Restaurant_10,Japanese,33.04,Weekday,Not given,28,20
1478141,100582,Restaurant_36,American,18.62,Weekday,Not given,24,28
1478142,100262,Restaurant_70,Italian,30.65,Weekday,5,34,29
1478143,100245,Restaurant_42,Mexican,18.46,Weekday,4,23,28
1478144,100561,Restaurant_1,Mexican,17.6,Weekend,4,35,25
1478145,101100,Restaurant_157,French,9.32,Weekday,5,23,25
1478146,100175,Restaurant_151,American,17.66,Weekend,4,32,23
1478147,100109,Restaurant_138,French,21.1,Weekday,4,35,20
1478148,100183,Restaurant_35,Japanese,5.17,Weekend,5,23,29
1478149,100192,Restaurant_24,Mexican,18.21,Weekday,Not given,25,26
1478150,100065,Restaurant_12,Japanese,28.65,Weekday,Not given,30,20
1478151,100963,Restaurant_135,Italian,25.51,Weekend,5,23,15
1478152,101124,Restaurant_160,American,24.12,Weekday,Not given,35,30
1478153,100864,Restaurant_70,Japanese,32.61,Weekend,5,26,29
1478154,101152,Restaurant_23,Mexican,5.03,Weekday,Not given,26,16
1478155,100369,Restaurant_89,Indian,21.71,Weekday,5,24,31
1478156,100851,Restaurant_58,Italian,28.83,Weekday,5,32,17
1478157,100043,Restaurant_68,Mediterranean,21.22,Weekday,3,24,17
1478158,100488,Restaurant_115,Indian,14.49,Weekday,4,34,19
1478159,100078,Restaurant_135,American,8.69,Weekday,Not given,29,31
1478160,100826,Restaurant_19,Italian,31.93,Weekday,5,27,31
1478161,100674,Restaurant_4,Thai,19.04,Weekday,5,26,20
1478162,100701,Restaurant_179,French,31.64,Weekday,4,33,15
1478163,100759,Restaurant_44,Mexican,22.6,Weekend,4,26,21
1478164,100728,Restaurant_10,Mediterranean,25.33,Weekend,5,25,29
1478165,100925,Restaurant_35,Chinese,29.35,Weekend,Not given,26,21
1478166,100902,Restaurant_8,Italian,24.86,Weekend,Not given,26,25
1478167,100889,Restaurant_70,Mediterranean,16.79,Weekday,Not given,29,28
1478168,100993,Restaurant_141,Mediterranean,20.36,Weekend,Not given,33,27
1478169,101192,Restaurant_56,Japanese,29.32,Weekday,5,21,23
1478170,100339,Restaurant_71,Middle Eastern,16.03,Weekday,Not given,33,23
1478171,100193,Restaurant_122,American,16.48,Weekday,4,29,30
1478172,100283,Restaurant_88,Middle Eastern,7.43,Weekday,3,21,26
1478173,100390,Restaurant_155,Chinese,32.77,Weekend,4,33,24
1478174,101000,Restaurant_155,American,7.29,Weekday,Not given,29,20
1478175,100525,Restaurant_2,Chinese,24.53,Weekday,Not given,26,32
1478176,100659,Restaurant_140,Italian,17.25,Weekday,Not given,33,16
1478177,100716,Restaurant_75,Chinese,17.02,Weekend,Not given,29,23
1478178,100891,Restaurant_179,Chinese,25.5,Weekday,Not given,26,20
1478179,101113,Restaurant_81,American,6.55,Weekday,Not given,26,16
1478180,101119,Restaurant_179,Chinese,22.84,Weekday,4,24,29
1478181,100452,Restaurant_140,Indian,28.36,Weekend,5,20,31
1478182,100428,Restaurant_49,Italian,30.09,Weekday,5,33,30
1478183,101175,Restaurant_94,Italian,9.75,Weekday,5,21,22
1478184,101046,Restaurant_179,Thai,32.24,Weekday,4,32,24
1478185,100883,Restaurant_155,Mediterranean,24.77,Weekday,4,28,24
1478186,100313,Restaurant_13,Thai,31.75,Weekday,4,27,32
1478187,100840,Restaurant_129,Italian,19.48,Weekday,Not given,27,24
1478188,100519,Restaurant_56,Thai,21.24,Weekend,Not given,29,23
1478189,100375,Restaurant_2,American,32.91,Weekday,5,35,15
1478190,100451,Restaurant_70,American,32.31,Weekday,5,20,18
1478191,101015,Restaurant_44,Italian,18.34,Weekend,4,25,17
1478192,100595,Restaurant_143,French,12.96,Weekday,5,34,24
1478193,100500,Restaurant_56,Chinese,16.63,Weekday,Not given,34,26
1478194,100464,Restaurant_148,American,16.47,Weekday,4,28,32
1478195,101148,Restaurant_1,American,13.35,Weekday,4,35,20
1478196,100113,Restaurant_53,Middle Eastern,12.78,Weekend,Not given,34,16
1478197,101036,Restaurant_46,Indian,31.11,Weekday,Not given,27,24
1478198,101150,Restaurant_44,Chinese,6.63,Weekend,5,22,16
1478199,100331,Restaurant_12,Mexican,25.44,Weekday,Not given,23,23
1478200,100140,Restaurant_35,Mexican,9.82,Weekday,4,34,24
1478201,100902,Restaurant_100,Japanese,15.13,Weekday,5,22,16
1478202,101121,Restaurant_52,Chinese,6.37,Weekday,5,25,22
1478203,100517,Restaurant_70,Middle Eastern,12.82,Weekday,4,33,31
1478204,100569,Restaurant_68,Chinese,28.24,Weekend,5,28,31
1478205,100846,Restaurant_155,Japanese,31.85,Weekday,5,34,18
1478206,101093,Restaurant_155,American,11.32,Weekend,Not given,27,32
1478207,100118,Restaurant_82,Italian,18.81,Weekday,Not given,34,26
1478208,100888,Restaurant_55,Italian,19.02,Weekend,5,35,31
1478209,101083,Restaurant_17,Mexican,31.5,Weekend,5,35,23
1478210,101057,Restaurant_167,American,28.07,Weekend,Not given,34,28
1478211,100050,Restaurant_12,French,20.34,Weekend,5,35,28
1478212,100019,Restaurant_53,Chinese,25.22,Weekend,Not given,32,31
1478213,100726,Restaurant_53,Japanese,30.69,Weekday,4,29,16
1478214,100197,Restaurant_54,French,4.77,Weekday,5,23,22
1478215,100559,Restaurant_34,Indian,16.94,Weekday,5,34,19
1478216,100452,Restaurant_140,Thai,32.54,Weekend,5,21,21
1478217,100289,Restaurant_25,Japanese,27.38,Weekday,5,32,30
1478218,101165,Restaurant_116,Italian,21.27,Weekend,5,27,30
1478219,101108,Restaurant_26,French,20.86,Weekday,4,27,31
1478220,100391,Restaurant_12,Chinese,15.23,Weekday,5,33,21
1478221,100215,Restaurant_155,Indian,20.57,Weekday,4,31,22
1478222,100215,Restaurant_35,Thai,24.75,Weekday,4,30,22
1478223,100128,Restaurant_145,Italian,17.41,Weekday,5,25,25
1478224,100760,Restaurant_95,Chinese,26.57,Weekday,5,33,29
1478225,100404,Restaurant_12,Italian,31.12,Weekday,5,27,32
1478226,101053,Restaurant_169,French,9.26,Weekday,5,28,20
1478227,100338,Restaurant_49,Southern,18.44,Weekday,Not given,32,26
1478228,100831,Restaurant_155,Mexican,17.09,Weekday,5,20,29
1478229,100714,Restaurant_35,Japanese,25.74,Weekend,Not given,28,20
1478230,100361,Restaurant_155,Mediterranean,12.2,Weekday,4,21,32
1478231,100569,Restaurant_2,American,24.28,Weekday,4,33,23
1478232,100218,Restaurant_89,Chinese,31.62,Weekday,4,35,22
1478233,100202,Restaurant_140,Japanese,17.41,Weekday,Not given,32,28
1478234,100017,Restaurant_162,French,32.66,Weekday,5,20,22
1478235,100322,Restaurant_155,Middle Eastern,35.2,Weekday,5,35,16
1478236,100518,Restaurant_144,Italian,7.75,Weekday,4,27,18
1478237,100681,Restaurant_155,American,11.68,Weekday,5,27,20
1478238,101106,Restaurant_35,Italian,33.87,Weekday,4,30,17
1478239,100425,Restaurant_51,Chinese,34.12,Weekend,3,23,17
1478240,101019,Restaurant_52,Chinese,7.49,Weekend,4,27,25
1478241,100387,Restaurant_68,Thai,4.93,Weekday,4,26,24
1478242,100778,Restaurant_70,American,9.45,Weekday,4,32,26
1478243,100098,Restaurant_95,French,35.29,Weekday,Not given,21,28
1478244,100208,Restaurant_34,Italian,10.04,Weekday,Not given,24,32
1478245,100586,Restaurant_127,Indian,20.02,Weekend,4,33,23
1478246,100166,Restaurant_35,American,30.72,Weekday,3,29,29
1478247,100022,Restaurant_53,Italian,5.1,Weekday,Not given,23,17
1478248,100154,Restaurant_87,American,23.17,Weekday,4,35,25
1478249,100219,Restaurant_141,Korean,13.04,Weekday,4,22,24
1478250,100669,Restaurant_137,French,31.15,Weekday,Not given,20,32
1478251,100230,Restaurant_119,Italian,13.24,Weekday,4,24,18
1478252,100020,Restaurant_34,Chinese,25.72,Weekday,5,29,27
1478253,100553,Restaurant_95,Southern,25.33,Weekday,Not given,27,20
1478254,100950,Restaurant_12,Italian,11.32,Weekday,5,31,27
1478255,100148,Restaurant_68,American,5.55,Weekday,Not given,28,19
1478256,101132,Restaurant_70,Indian,17.13,Weekday,Not given,26,28
1478257,100403,Restaurant_8,Southern,13.42,Weekday,Not given,31,27
1478258,100596,Restaurant_51,American,29.5,Weekday,5,30,28
1478259,100367,Restaurant_170,Chinese,29.23,Weekday,4,20,22
1478260,100802,Restaurant_167,Southern,18.61,Weekday,4,20,30
1478261,100918,Restaurant_61,American,23.24,Weekday,5,34,27
1478262,101158,Restaurant_8,American,23.17,Weekend,5,35,29
1478263,100073,Restaurant_35,Indian,30.06,Weekday,4,20,15
1478264,100481,Restaurant_70,Middle Eastern,17.62,Weekday,4,21,16
1478265,100560,Restaurant_166,Mexican,12.99,Weekday,5,20,32
1478266,100745,Restaurant_31,Spanish,12.67,Weekday,4,23,22
1478267,100100,Restaurant_140,Japanese,21.06,Weekday,Not given,29,17
1478268,101083,Restaurant_18,American,18.37,Weekday,Not given,28,28
1478269,100508,Restaurant_179,Spanish,18.09,Weekend,Not given,31,23
1478270,100258,Restaurant_70,Italian,7.29,Weekday,4,23,22
1478271,100413,Restaurant_140,Chinese,26.7,Weekday,Not given,32,31
1478272,101089,Restaurant_56,Mexican,11.08,Weekday,Not given,23,30
1478273,100595,Restaurant_116,Chinese,10.56,Weekend,5,26,24
1478274,101178,Restaurant_35,American,17.24,Weekend,5,33,24
1478275,100266,Restaurant_34,American,11.52,Weekend,4,30,20
1478276,100821,Restaurant_163,Italian,22.53,Weekday,4,28,31
1478277,101103,Restaurant_158,French,15.96,Weekend,4,26,30
1478278,100662,Restaurant_155,Indian,18.36,Weekday,4,20,29
1478279,100947,Restaurant_116,Spanish,21.09,Weekend,Not given,20,28
1478280,100560,Restaurant_141,Chinese,10.77,Weekday,4,23,18
1478281,100917,Restaurant_12,Chinese,9.29,Weekend,5,23,18
1478282,100891,Restaurant_56,American,31.71,Weekday,Not given,20,16
1478283,100868,Restaurant_54,American,17.89,Weekday,5,25,25
1478284,100610,Restaurant_117,Chinese,17.22,Weekday,Not given,29,18
1478285,100414,Restaurant_63,French,5.57,Weekend,5,21,30
1478286,100025,Restaurant_34,Mediterranean,19.88,Weekday,Not given,30,18
1478287,100284,Restaurant_113,Vietnamese,21.62,Weekday,5,24,15
1478288,100881,Restaurant_141,Chinese,21.76,Weekday,5,27,16
1478289,100301,Restaurant_70,Mediterranean,26.35,Weekday,5,34,23
1478290,101092,Restaurant_28,Chinese,9.96,Weekend,Not given,22,27
1478291,101031,Restaurant_35,American,12.27,Weekday,Not given,35,32
1478292,100817,Restaurant_46,Middle Eastern,29.55,Weekend,4,28,30
1478293,101161,Restaurant_53,Indian,33.78,Weekday,Not given,26,30
1478294,101188,Restaurant_117,American,8.68,Weekday,4,28,24
1478295,100083,Restaurant_113,Italian,19.87,Weekend,3,20,23
1478296,101097,Restaurant_128,Chinese,11.1,Weekday,Not given,24,25
1478297,100046,Restaurant_63,Thai,6.33,Weekday,5,31,18
1478298,100618,Restaurant_147,Italian,14.54,Weekday,5,32,24
1478299,100928,Restaurant_36,Vietnamese,8.92,Weekend,Not given,22,17
1478300,100262,Restaurant_76,American,26.44,Weekday,Not given,23,20
1478301,100176,Restaurant_141,Italian,20.98,Weekend,Not given,23,17
1478302,101190,Restaurant_35,Mexican,8.92,Weekend,Not given,30,23
1478303,100657,Restaurant_18,Mexican,4.76,Weekday,5,31,17
1478304,100842,Restaurant_155,Chinese,29.47,Weekday,Not given,26,32
1478305,100370,Restaurant_56,Japanese,9.92,Weekday,4,29,22
1478306,100054,Restaurant_124,Middle Eastern,23.23,Weekday,Not given,30,22
1478307,100690,Restaurant_2,Southern,14.89,Weekday,4,27,29
1478308,101151,Restaurant_127,French,22.58,Weekday,4,30,27
1478309,100367,Restaurant_54,Middle Eastern,14.24,Weekday,4,29,21
1478310,100644,Restaurant_10,Mexican,7.16,Weekend,5,24,22
1478311,100379,Restaurant_113,French,11.37,Weekend,5,32,24
1478312,100073,Restaurant_46,Chinese,10.29,Weekend,Not given,32,31
1478313,100915,Restaurant_70,Italian,17.71,Weekday,Not given,31,15
1478314,100860,Restaurant_12,Chinese,24.84,Weekday,5,29,27
1478315,100043,Restaurant_34,Mexican,12.63,Weekday,Not given,26,27
1478316,100377,Restaurant_53,Chinese,4.84,Weekend,4,22,30
1478317,101065,Restaurant_12,Korean,20.53,Weekday,4,22,23
1478318,100170,Restaurant_155,Chinese,23.21,Weekend,5,22,24
1478319,100212,Restaurant_2,American,34.26,Weekday,Not given,31,20
1478320,100039,Restaurant_81,Mexican,22.71,Weekday,Not given,23,19
1478321,100369,Restaurant_25,American,19.05,Weekend,4,25,16
1478322,100757,Restaurant_53,American,22.21,Weekday,4,34,25
1478323,100151,Restaurant_160,Chinese,33.18,Weekend,5,24,23
1478324,101135,Restaurant_34,Mexican,30.1,Weekend,4,27,20
1478325,101071,Restaurant_173,Italian,14.46,Weekday,5,33,22
1478326,101024,Restaurant_36,French,11.81,Weekday,5,33,23
1478327,100737,Restaurant_138,Thai,12.6,Weekday,3,31,23
1478328,100069,Restaurant_95,Italian,20.08,Weekend,Not given,32,22
1478329,100299,Restaurant_155,Italian,27.49,Weekday,4,24,26
1478330,100944,Restaurant_98,Chinese,20.04,Weekday,5,30,22
1478331,100802,Restaurant_93,Thai,6.57,Weekday,3,31,17
1478332,100296,Restaurant_35,American,26.86,Weekend,Not given,24,27
1478333,100203,Restaurant_34,American,29.41,Weekday,Not given,35,16
1478334,100061,Restaurant_157,French,13.43,Weekend,Not given,33,31
1478335,100946,Restaurant_55,Mexican,25.02,Weekend,4,29,30
1478336,100963,Restaurant_68,American,17.67,Weekday,Not given,21,18
1478337,101185,Restaurant_140,Chinese,31.98,Weekday,5,31,32
1478338,100331,Restaurant_56,Southern,30.62,Weekend,5,30,28
1478339,100338,Restaurant_166,Middle Eastern,20.73,Weekday,5,30,16
1478340,100639,Restaurant_136,Japanese,25.87,Weekend,4,24,27
1478341,100275,Restaurant_113,Mexican,31.8,Weekday,Not given,35,31
1478342,101188,Restaurant_155,Mexican,19.81,Weekday,Not given,34,29
1478343,100319,Restaurant_9,Vietnamese,14.16,Weekend,5,31,19
1478344,100589,Restaurant_51,Korean,27.79,Weekday,5,26,21
1478345,100504,Restaurant_76,Chinese,11.28,Weekday,5,21,32
1478346,100387,Restaurant_44,French,16.49,Weekday,5,33,25
